target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1
opp_luczinsritter	p3-notice-filled	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_in_notices"": 1.0}"	注文の受付・拒否・約定・取消を知らせる口が無い(enter_long などは print するだけ)。EventBased の公開の名前: ['add_log_returns', 'close_position', 'enter_long', 'enter_short', 'get_data', 'get_date_price', 'get_execution_price', 'get_start_date', 'print_balance', 'print_wealth']。試したこと: s.on_order_update('accepted',) -> AttributeError: 'S' object has no attribute 'on_order_update'	null
opp_luczinsritter	p4-visible-at-step	P0-4	value	不一致	不一致	2 回の実行で同じ	ok	"{""max_visible_close"": 105.0, ""visible_count"": 5}"	ok	"{""max_visible_close"": 105.0, ""visible_count"": 5}"	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	T0 + 4 日の回(for i in range(len(self.data) - 1)(道具の例 ema_arima.py の回し方)。道具は戦略を呼ばないので、道具の例の loop の回)に、道具の get_date_price で表の全行を読んだ	"{""reads"": [{""means"": ""self.get_date_price(k) の値(k = 0 … len(self.data) - 1)"", ""of"": null, ""returned"": [101.0, 102.0, 103.0, 104.0, 105.0], ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18}]}"
opp_luczinsritter	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	この道具の入力は OHLCV の表 1 つ(get_data)で、受け取れる時刻 を事象として渡す口が無い。試したこと: EventBased(<その表>) は例外なく作れた(1 行の時刻は表の index の 1 つだけ)	null
opp_luczinsritter	p4-future-read-attempt	P0-4	capability	不一致	不一致	2 回の実行で同じ	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n]"", ""raised"": null, ""returned"": 104.0, ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:]"", ""raised"": null, ""returned"": [104.0, 105.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n+1]"", ""raised"": null, ""returned"": [104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n-1:n+1]"", ""raised"": null, ""returned"": [103.0, 104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::2]"", ""raised"": null, ""returned"": [104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n]"", ""raised"": null, ""returned"": [], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::-1]"", ""raised"": null, ""returned"": [104.0, 103.0, 102.0, 101.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[:n:-1]"", ""raised"": null, ""returned"": [105.0], ""shape"": ""position""}, {""form"": ""time"", ""means"": ""self.get_date_price(5 本目の時刻)"", ""message"": ""only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"", ""naming"": ""written_call"", ""raised"": ""IndexError"", ""returned"": null, ""shape"": ""no_means""}]}}"	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n]"", ""raised"": null, ""returned"": 104.0, ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:]"", ""raised"": null, ""returned"": [104.0, 105.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n+1]"", ""raised"": null, ""returned"": [104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n-1:n+1]"", ""raised"": null, ""returned"": [103.0, 104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::2]"", ""raised"": null, ""returned"": [104.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n]"", ""raised"": null, ""returned"": [], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::-1]"", ""raised"": null, ""returned"": [104.0, 103.0, 102.0, 101.0], ""shape"": ""position""}, {""form"": ""position"", ""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[:n:-1]"", ""raised"": null, ""returned"": [105.0], ""shape"": ""position""}, {""form"": ""time"", ""means"": ""self.get_date_price(5 本目の時刻)"", ""message"": ""only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"", ""naming"": ""written_call"", ""raised"": ""IndexError"", ""returned"": null, ""shape"": ""no_means""}]}}"	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	T0 + 4 日の回(for i in range(len(self.data) - 1)(道具の例 ema_arima.py の回し方))で試した: [position [n]] self.get_date_price(位置) の値 -> 104.0 ; [position [n:]] self.get_date_price(位置) の値 -> [104.0, 105.0] ; [position [n:n+1]] self.get_date_price(位置) の値 -> [104.0] ; [position [n-1:n+1]] self.get_date_price(位置) の値 -> [103.0, 104.0] ; [position [n::2]] self.get_date_price(位置) の値 -> [104.0] ; [position [n:n]] self.get_date_price(位置) の値 -> [] ; [position [n::-1]] self.get_date_price(位置) の値 -> [104.0, 103.0, 102.0, 101.0] ; [position [:n:-1]] self.get_date_price(位置) の値 -> [105.0] ; [no_means written_call] self.get_date_price(5 本目の時刻) IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices	"{""attempts"": [{""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n+1]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n-1:n+1]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::2]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n:n]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[n::-1]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(位置) の値"", ""naming"": ""[:n:-1]"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 18, ""via"": null}, {""means"": ""self.get_date_price(5 本目の時刻)"", ""naming"": ""written_call"", ""raised_by_scene_set_raise"": false, ""raised_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/luczinsritter/lib/python3.11/site-packages/pandas/core/arrays/_mixins.py"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py""], ""touched_count"": 8, ""via"": {""code_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/luczinsritter/backtest_engine.py"", ""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": null, ""returned_by"": null, ""type"": ""builtins.method"", ""type_file"": null}}]}"
opp_luczinsritter	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	この道具の入力は OHLCV の表 1 つ(get_data)で、約定・資金調達・清算 を事象として渡す口が無い。試したこと: EventBased(<['price', 'qty', 'side', 'open', 'high', 'low', 'close', 'volume', 'rate'] の表>) -> KeyError: 'Close'	null
opp_luczinsritter	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	この道具の入力は OHLCV の表 1 つ(get_data)で、約定・資金調達・清算 を事象として渡す口が無い。試したこと: EventBased(<['price', 'qty', 'side', 'open', 'high', 'low', 'close', 'volume', 'rate'] の表>) -> KeyError: 'Close'	null
opp_luczinsritter	p5-same-stream-order	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""prices"": [101.0, 99.0, 100.0]}"	この道具は戦略を呼ばない(backtest_engine.py の EventBased に戦略を呼ぶ loop が無く、道具の例 ema_arima.py は利用者が for i in range(len(self.data) - 1) を自分で書く)。事象を戦略に届ける・呼び出しごとに見せる、という振る舞いを道具が持たないので、戦略の呼び出しで測る場面は数えない(round r6-2: 呼び出しは adapter が書いた loop で、道具のものではない)。観察: __init__ のあとの self.data の行数 2(入力 3 行。add_log_returns の dropna が 1 行目を落とす)、時刻 [1700092800000000000, 1700092800000000000]、Close [99.0, 100.0]	null
opp_luczinsritter	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	指値を出す口・取り消す口・未決の注文を読む口が無い(enter_long/enter_short は次の行の始値で必ず埋まる)。試したこと: s.enter_long(0,){'units': 1, 'price': 90.0} -> TypeError: EventBased.enter_long() got an unexpected keyword argument 'price' ; s.cancel_order(1,) -> AttributeError: 'S' object has no attribute 'cancel_order'	null
opp_luczinsritter	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	取消の口も通知の口も無い。試したこと: s.cancel_order(1,) -> AttributeError: 'S' object has no attribute 'cancel_order'	null
opp_luczinsritter	p6-fill-seen-by-strategy	P0-6	capability	不一致	不一致	2 回の実行で同じ	ok	"{""filled_qty_at_call3"": null}"	ok	"{""filled_qty_at_call3"": null}"	"{""filled_qty_at_call3"": 1.0}"	1 回目に enter_long(i, units=1)。3 回目の回が無かった(for i in range(len(self.data) - 1)(道具の例 ema_arima.py の回し方)、__init__ のあとの行数 2、回数 1)	null
opp_luczinsritter	p7-fill-model-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fill_price"": 12345.0}"	ok	"{""fill_price"": 12345.0}"	"{""fill_price"": 12345.0}"	EventBased の子で get_execution_price を上書きし(注文の口 enter_long が呼ぶ)、価格 12345.0 を返す模型にした。1 回目に enter_long(i, units=1)、self.position['entry_price'] を読んだ。回数 1	null
opp_luczinsritter	p7-latency-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_time_ns"": 1700006400007000000}"	遅延の模型を渡す口が無い(約定は次の行の始値、get_execution_price)。試したこと: s.enter_long(0,){'units': 1, 'latency_ns': 7000000} -> TypeError: EventBased.enter_long() got an unexpected keyword argument 'latency_ns'	null
opp_luczinsritter	p7-cost-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.5}"	約定に費用を付ける口が無い。費用の入力は、走ったあとの分析 TradeAnalysis の cost_per_trade(閉じた取引の単純収益から cost_per_trade / capital を引く、tradeanalysis.py _prepare_df)だけで、約定の記録(self.position)に費用の欄は無い。試したこと: 1 回目に enter_long(i, units=1)、self.position = {'side': 'long', 'units': 1, 'entry_date': Timestamp('2023-11-18 00:00:00+0000', tz='UTC'), 'entry_price': 100.0} ; TradeAnalysis(cost_per_trade=0.5)._prepare_df() -> KeyError: 'simple_returns'	null
opp_luczinsritter	p7-cost-per-unit	P0-7	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.75}"	約定に費用を付ける口が無い。費用の入力は、走ったあとの分析 TradeAnalysis の cost_per_trade(閉じた取引の単純収益から cost_per_trade / capital を引く、tradeanalysis.py _prepare_df)だけで、約定の記録(self.position)に費用の欄は無い。試したこと: 1 回目に enter_long(i, units=1)、self.position = {'side': 'long', 'units': 1, 'entry_date': Timestamp('2023-11-18 00:00:00+0000', tz='UTC'), 'entry_price': 100.0} ; TradeAnalysis(cost_per_trade=0.375)._prepare_df() -> KeyError: 'simple_returns'	null
opp_luczinsritter	p7-account-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""account_recorded_fill_qty"": [1.0]}"	口座は EventBased の中の current_balance と position の辞書で、差し替える口が無い。試したこと: s.set_account(<object object at 0x7f1e6ea6e8a0>,) -> AttributeError: 'S' object has no attribute 'set_account'	null
