target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1
repro_lean52	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	OnData 1 回。受けた物の欄を読んだ	"{""carriers"": [{""held_by"": ""対象に渡した引数"", ""input"": ""adapter が対象の型で組んで対象に渡した入力(対象が届けた)"", ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": [""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""], ""returned_by"": null, ""type"": ""opponents.repro_engines.lean52.TradeBar"", ""type_file"": ""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""}]}"
repro_lean52	p3-funding	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	ok	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	OnData 1 回。受けた物の欄を読んだ	"{""carriers"": [{""held_by"": ""対象に渡した引数"", ""input"": ""adapter が対象の型で組んで対象に渡した入力(対象が届けた)"", ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": [""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""], ""returned_by"": null, ""type"": ""opponents.repro_engines.lean52.MarginInterestRate"", ""type_file"": ""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""}]}"
repro_lean52	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	LEAN の Slice が戦略に渡す型の集まりは Bars, QuoteBars, Ticks, OptionChains, FuturesChains, Splits, Dividends, Delistings, SymbolChangedEvents, MarginInterestRates(Common/Data/Slice.cs 86-166、版 856327ff)で、liquidation を運ぶ型が無い(板は Tick の気配(最良の売り買い 1 段、Tick.cs 140-146)と QuoteBar だけ)。再現の Slice の欄: ['Bars', 'HasData', 'MarginInterestRates', 'Ticks', 'Time', 'UtcTime']	null
repro_lean52	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	LEAN の Slice が戦略に渡す型の集まりは Bars, QuoteBars, Ticks, OptionChains, FuturesChains, Splits, Dividends, Delistings, SymbolChangedEvents, MarginInterestRates(Common/Data/Slice.cs 86-166、版 856327ff)で、book_delta・book_snapshot・liquidation を運ぶ型が無い(板は Tick の気配(最良の売り買い 1 段、Tick.cs 140-146)と QuoteBar だけ)。再現の Slice の欄: ['Bars', 'HasData', 'MarginInterestRates', 'Ticks', 'Time', 'UtcTime']	null
repro_lean52	p3-clock-timer	P0-3	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""clock_calls_ns"": [1700352000000000000]}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(予定の事象(Schedule.On))は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p3-notice-accepted	P0-3	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""notices"": [""accepted""]}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p3-notice-rejected	P0-3	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""notices"": [""rejected""]}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p3-notice-filled	P0-3	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""filled_qty_in_notices"": 1.0}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p4-visible-at-step	P0-4	value	結果なし	結果なし	結果なし	error	null	error	null	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History))は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p4-received-time	P0-4	value	結果なし	結果なし	結果なし	error	null	error	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(受け取りの時刻の模型)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p4-future-read-attempt	P0-4	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History)と先読みの止め)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	LEAN の Slice が戦略に渡す型の集まりは Bars, QuoteBars, Ticks, OptionChains, FuturesChains, Splits, Dividends, Delistings, SymbolChangedEvents, MarginInterestRates(Common/Data/Slice.cs 86-166、版 856327ff)で、liquidation を運ぶ型が無い(板は Tick の気配(最良の売り買い 1 段、Tick.cs 140-146)と QuoteBar だけ)。再現の Slice の欄: ['Bars', 'HasData', 'MarginInterestRates', 'Ticks', 'Time', 'UtcTime']	null
repro_lean52	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	LEAN の Slice が戦略に渡す型の集まりは Bars, QuoteBars, Ticks, OptionChains, FuturesChains, Splits, Dividends, Delistings, SymbolChangedEvents, MarginInterestRates(Common/Data/Slice.cs 86-166、版 856327ff)で、liquidation を運ぶ型が無い(板は Tick の気配(最良の売り買い 1 段、Tick.cs 140-146)と QuoteBar だけ)。再現の Slice の欄: ['Bars', 'HasData', 'MarginInterestRates', 'Ticks', 'Time', 'UtcTime']	null
repro_lean52	p5-same-stream-order	P0-5	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""prices"": [101.0, 99.0, 100.0]}"	ok	"{""prices"": [101.0, 99.0, 100.0]}"	"{""prices"": [101.0, 99.0, 100.0]}"	同じ時刻の約定 3 件を 1 つの Tick の購読で渡した。OnData 1 回	"{""carriers"": [{""held_by"": ""対象に渡した引数"", ""input"": ""adapter が対象の型で組んで対象に渡した入力(対象が届けた)"", ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": [""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""], ""returned_by"": null, ""type"": ""opponents.repro_engines.lean52.Tick"", ""type_file"": ""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""}, {""held_by"": ""対象に渡した引数"", ""input"": ""adapter が対象の型で組んで対象に渡した入力(対象が届けた)"", ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": [""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""], ""returned_by"": null, ""type"": ""opponents.repro_engines.lean52.Tick"", ""type_file"": ""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""}, {""held_by"": ""対象に渡した引数"", ""input"": ""adapter が対象の型で組んで対象に渡した入力(対象が届けた)"", ""native_by"": null, ""native_how"": null, ""passed_by"": null, ""reached_by"": [""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""], ""returned_by"": null, ""type"": ""opponents.repro_engines.lean52.Tick"", ""type_file"": ""/home/user/trade/tests/bt/battery/item_0/opponents/repro_engines/lean52.py""}]}"
repro_lean52	p6-place-then-cancel	P0-6	value	結果なし	結果なし	結果なし	error	null	error	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p6-cancel-notice	P0-6	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""cancel_notice_received"": true}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p6-fill-seen-by-strategy	P0-6	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""filled_qty_at_call3"": 1.0}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p7-fill-model-swap	P0-7	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""fill_price"": 12345.0}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p7-latency-model-swap	P0-7	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""fill_time_ns"": 1700006400007000000}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p7-cost-model-swap	P0-7	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""fee"": 0.5}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p7-cost-per-unit	P0-7	value	結果なし	結果なし	結果なし	error	null	error	null	"{""fee"": 0.75}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い	null
repro_lean52	p7-account-swap	P0-7	capability	結果なし	結果なし	結果なし	error	null	error	null	"{""account_recorded_fill_qty"": [1.0]}"	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い	null
